.700000000	182
.842857143	228
.985714286	292
1.128571429	369
1.271428572	415
1.700000001	185
1.842857144	231
1.985714287	294
2.128571430	371
2.271428573	418
2.700000002	187
2.842857145	231
2.985714288	295
3.128571431	376
3.271428574	422
3.700000003	185
3.842857146	232
3.985714289	301
4.128571432	379
4.271428575	422
4.700000004	190
4.842857147	240
4.985714290	298
5.128571433	383
5.271428576	427
5.700000005	203
5.842857148	249
5.985714291	309
6.128571434	394
6.271428577	441
6.700000006	205
6.842857149	252
6.985714292	317
7.128571435	400
7.271428578	468
7.700000007	212
7.842857150	258
7.985714293	338
8.128571436	415
8.271428579	454
8.700000008	219
8.842857151	271
8.985714294	334
9.128571437	421
9.271428580	474
9.700000009	736
