0;46596
1;29495
2;13350
3;63697
4;47552
5;30451
6;14306
7;60829
8;44684
9;27583
10;11438
11;61785
12;45640
13;28539
14;12394
15;58917
16;42772
17;25671
18;9526
19;59873
20;43728
21;26627
22;10482
23;57005
24;40860
25;23759
26;7614
27;57961
28;41816
29;24715
30;8570
31;55093
32;38948
33;21847
34;5702
35;56049
36;39904
37;22803
38;6658
39;53181
40;37036
41;19935
42;3790
43;54137
44;37992
45;20891
46;4746
47;51269
48;35124
49;18023
50;1878
51;52225
52;36080
53;18979
54;2834
55;49357
56;33212
57;16111
58;65502
59;50313
60;34168
61;17067
62;922
63;12501
64;61892
65;44791
66;28646
67;13457
68;62848
69;45747
70;29602
71;10589
72;59980
73;42879
74;26734
75;11545
76;60936
77;43835
78;27690
79;8677
80;58068
81;40967
82;24822
83;9633
84;59024
85;41923
86;25778
87;6765
88;56156
89;39055
90;22910
91;7721
92;57112
93;40011
94;23866
95;4853
96;54244
97;37143
98;20998
99;5809
100;55200
101;38099
102;21954
103;2941
104;52332
105;35231
106;19086
107;3897
108;53288
109;36187
110;20042
111;1029
112;50420
113;33319
114;17174
115;1985
116;51376
117;34275
118;18130
119;64653
120;48508
121;31407
122;15262
123;73
124;49464
125;32363
126;16218
127;27797
128;11652
129;60087
130;43942
131;28753
132;12608
133;61043
134;44898
135;25885
136;9740
137;58175
138;42030
139;26841
140;10696
141;59131
142;42986
143;23973
144;7828
145;56263
146;40118
147;24929
148;8784
149;57219
150;41074
151;22061
152;5916
153;54351
154;38206
155;23017
156;6872
157;55307
158;39162
159;20149
160;4004
161;52439
162;36294
163;21105
164;4960
165;53395
166;37250
167;18237
168;2092
169;50527
170;34382
171;19193
172;3048
173;51483
174;35338
175;16325
176;180
177;48615
178;32470
179;17281
180;1136
181;49571
182;33426
183;14413
184;63804
185;46703
186;30558
187;15369
188;64760
189;47659
190;31514
191;43093
192;26948
193;9847
194;59238
195;44049
196;27904
197;10803
198;60194
199;41181
200;25036
201;7935
202;57326
203;42137
204;25992
205;8891
206;58282
207;39269
208;23124
209;6023
210;55414
211;40225
212;24080
213;6979
214;56370
215;37357
216;21212
217;4111
218;53502
219;38313
220;22168
221;5067
222;54458
223;35445
224;19300
