0;2077461
1;1025781
2;4026208
3;1458745
4;3475763
5;2400252
6;641408
7;2038360
8;2950788
9;3256400
10;2342966
11;1655033
12;3247585
13;1906027
14;2627491
15;332128
16;2040980
17;3532048
18;1745022
19;2404153
20;2332929
21;1660434
22;2085737
23;3511911
24;2070163
25;1646157
26;3306528
27;1759328
28;1297604
29;1765018
30;587522
31;3131045
32;2145825
33;3603313
34;3609422
35;1802045
36;759385
37;3756277
38;3303236
39;3032600
40;2824963
41;3873595
42;2537951
43;1361400
44;1559918
45;2121698
46;3283254
47;503326
48;1352751
49;3232818
50;1376273
51;1622301
52;3779058
53;1746690
54;41245
55;3627300
56;1572882
57;1668086
58;437222
59;2593073
60;3944312
61;4166882
62;3336966
63;662062
64;1354816
65;2843488
66;1045057
67;758392
68;3903276
69;1556015
70;2041720
71;623922
72;3399951
73;3007708
74;1586992
75;821386
76;1032535
77;2705890
78;1570878
79;576261
80;4018134
81;205708
82;2134034
83;1641238
84;314684
85;2594562
86;1660241
87;2633577
88;3524593
89;2893366
90;1069042
91;1098274
92;1697925
93;718580
94;1742891
95;1203019
96;1354535
97;3448892
98;2853400
99;881847
100;2070995
101;4013870
102;3155002
103;379426
104;3486342
105;2637934
106;2037068
107;2644604
108;1895992
109;553765
110;3898964
111;1084201
112;498059
113;2910686
114;4152866
115;1900548
116;1021140
117;2835364
118;152406
119;870007
120;1379688
121;3543383
122;307435
123;1962016
124;491373
125;4063744
126;3804665
127;1111303
128;3054867
129;3994172
130;2973101
131;3618633
132;2751359
133;1173891
134;893335
135;3869604
136;988120
137;2727438
138;553
139;1243028
140;2653754
141;2284195
142;1063797
143;271009
144;3795711
145;3109032
146;3535017
147;1523564
148;2257626
149;3056134
150;2121725
151;1557209
152;2862484
153;3455428
154;3862844
155;834581
156;1677978
157;3636208
158;4154305
159;2274492
160;1408549
161;3149539
162;1520759
163;3678276
164;2884863
165;2615329
166;3511977
167;1102884
168;3060113
169;1283346
170;3383948
171;4065652
172;584328
173;4101159
174;706999
175;1031461
176;1113916
177;955808
178;3181284
179;4030178
180;3673023
181;3823749
182;1119362
183;2114872
184;1948570
185;1850597
186;3737671
187;2053689
188;633273
189;2009837
190;2999358
191;1269653
192;140306
193;3137028
194;2946238
195;1354224
196;2658051
197;4181977
198;2319302
199;1012532
200;30515
201;2458788
202;1296440
203;3298744
204;1023964
205;3401571
206;180698
207;3547706
208;826008
209;2903831
210;2223466
211;3714191
212;873499
213;2309960
214;1125781
215;4115702
216;2941523
217;2184930
218;834284
219;1515538
220;1619728
221;1251968
222;1712520
223;4156727
224;695947
225;3489766
226;2692908
227;3138817
228;1432860
229;1037320
230;1713351
231;374030
232;493759
233;2088119
234;650946
235;1581076
236;950630
237;2426125
238;3796623
239;513060
240;2046896
241;293100
242;2441204
243;2193171
244;3284909
245;1927785
246;1297802
247;3355273
248;593909
249;1576505
250;2907281
251;1895467
252;3232774
253;1105507
254;290589
255;3055017
256;247488
257;1078410
258;403283
259;1973286
260;763580
261;70210
262;1123514
263;1453811
264;2468873
265;1340538
266;3042432
267;3191727
268;1877920
269;2017691
270;3744421
271;439306
272;3776139
273;2870363
274;2288755
275;2419176
276;2262838
277;2905186
278;4072801
279;3763855
280;4164121
281;3637971
282;2826887
283;3908494
284;2360186
285;3049429
286;470794
287;1749213
288;1914200
289;3040109
290;2207116
291;3730772
292;756337
293;2808862
294;4145455
295;499962
296;4111782
297;2264412
298;3362028
299;1417782
300;2232219
301;3603080
302;1492226
303;1621158
304;687904
305;2804349
306;2580789
307;2919458
308;880290
309;300999
310;4030855
311;4098284
312;851295
313;4093573
314;1414927
315;2259478
316;3898142
317;2887940
318;3135767
319;2936472
320;1270238
321;2959981
322;3623043
323;3997082
324;171678
325;1457225
326;1319481
327;2486019
328;1716420
329;741436
330;2897847
331;188293
332;1559751
333;1080780
334;1782838
335;562445
336;3806627
337;44790
338;4177202
339;565620
340;470954
341;3374135
342;4119106
343;3363257
344;3075058
345;182001
346;3946555
347;1997280
348;255495
349;2755567
350;6466
351;2936684
352;2315377
353;1828912
354;739212
355;2857051
356;2468796
357;621007
358;1595366
359;2249337
360;1234499
361;719464
362;342628
363;659127
364;1301056
365;1083299
366;422505
367;945395
368;3737881
369;1203231
370;2797088
371;3227663
372;3821060
373;351382
374;999450
375;996847
376;1239806
377;3584741
378;1143338
379;1771430
380;326003
381;2853660
382;2863699
383;3677684
384;3771526
385;3673755
386;2319331
387;625138
388;991263
389;513617
390;2983456
391;2400661
392;318139
393;2450539
394;3868941
395;3260028
396;1749827
397;757713
398;2691460
399;888620
400;2274082
401;234382
402;3440623
403;1678426
404;411989
405;38096
406;2926904
407;1316524
408;4139184
409;3864276
410;39734
411;262872
412;4069006
413;1263954
414;2909055
415;2358980
416;1730410
417;3949028
418;753527
419;1315620
420;3013688
421;1478372
422;1141248
423;2930754
424;1014464
425;7583
426;2827221
427;2892765
428;803442
429;744729
430;1055689
431;2320972
432;3372347
433;544337
434;2330242
435;2813440
436;4112662
437;3048226
438;3806739
439;792556
440;266613
441;2378369
442;522814
443;2285473
444;604615
445;3310103
446;3874630
447;810636
448;3706697
449;2726138
450;1259041
451;1156554
452;3769811
453;3825075
454;1092432
455;3815781
456;490729
457;3247870
458;2491249
459;4111219
460;582991
461;2685320
462;164916
463;305801
464;3116581
465;1814284
466;595758
467;832277
468;3474316
469;3605940
470;2121068
471;1786159
472;1824023
473;3941385
474;236155
475;2195491
476;2128095
477;329678
478;1214465
479;1130509
480;3278113
481;1195092
482;549778
483;742411
484;2681583
485;3370012
486;909081
487;3100007
488;4115969
489;137044
490;1269724
491;1749557
492;1657593
493;250263
494;1258811
495;1033281
