2^1^4	4	.15809523809523809500	384
2^1^5	4	4.84952380952380952300	385
2^1^6	4	33.77904761904761904700	388
2^1^7	4	73.53619047619047619000	386
2^1^8	4	93.42666666666666666600	386
2^1^9	4	98.83714285714285714200	395
2^2^0	4	99.82952380952380952300	401
2^2^1	4	99.97523809523809523800	406
2^2^2	4	99.99619047619047619000	414
2^1^4	4	.15809523809523809500	384
2^1^5	4	4.84952380952380952300	385
2^1^6	4	33.77904761904761904700	388
2^1^7	4	73.53619047619047619000	386
2^1^8	4	93.42666666666666666600	386
2^1^9	4	98.83714285714285714200	395
2^2^0	4	99.82952380952380952300	401
2^2^1	4	99.97523809523809523800	406
2^2^2	4	99.99619047619047619000	414
