0;2191717
1;4676
2;2371495
3;184454
4;1832161
5;3839424
6;2011939
7;4019202
8;2910829
9;723788
10;3090607
11;903566
12;2551273
13;364232
14;2731051
15;544010
16;3629941
17;1442900
18;3809719
19;1622678
20;3270385
21;1083344
22;3450163
23;1263122
24;154749
25;2162012
26;334527
27;2341790
28;3989497
29;1802456
30;4169275
31;1982234
32;873861
33;2881124
34;1053639
35;3060902
36;514305
37;2521568
38;694083
39;2701346
40;1592973
41;3600236
42;1772751
43;3780014
44;1233417
45;3240680
46;1413195
47;3420458
48;2312085
49;125044
50;2491863
51;304822
52;1952529
53;3959792
54;2132307
55;4139570
56;3031197
57;844156
58;3210975
59;1023934
60;2671641
61;484600
62;2851419
63;664378
64;633125
65;2640388
66;812903
67;2820166
68;273569
69;2280832
70;453347
71;2460610
72;1352237
73;3359500
74;1532015
75;3539278
76;992681
77;2999944
78;1172459
79;3179722
80;2071349
81;4078612
82;2251127
83;64086
84;1711793
85;3719056
86;1891571
87;3898834
88;2790461
89;603420
90;2970239
91;783198
92;2430905
93;243864
94;2610683
95;423642
96;3509573
97;1322532
98;3689351
99;1502310
100;3150017
101;962976
102;3329795
103;1142754
104;34381
105;2041644
106;214159
107;2221422
108;3869129
109;1682088
110;4048907
111;1861866
112;753493
113;2760756
114;933271
115;2940534
116;393937
117;2401200
118;573715
119;2580978
120;1472605
121;3479868
122;1652383
123;3659646
124;1113049
125;3120312
126;1292827
127;3300090
128;3268837
129;1081796
130;3448615
131;1261574
132;2909281
133;722240
134;3089059
135;902018
136;3987949
137;1800908
138;4167727
139;1980686
140;3628393
141;1441352
142;3808171
143;1621130
144;512757
145;2520020
146;692535
147;2699798
148;153201
149;2160464
150;332979
151;2340242
152;1231869
153;3239132
154;1411647
155;3418910
156;872313
157;2879576
158;1052091
159;3059354
160;1950981
161;3958244
162;2130759
163;4138022
164;1591425
165;3598688
166;1771203
167;3778466
168;2670093
169;483052
170;2849871
171;662830
172;2310537
173;123496
174;2490315
175;303274
176;3389205
177;1202164
178;3568983
179;1381942
180;3029649
181;842608
182;3209427
183;1022386
184;4108317
185;1921276
186;93791
187;2101054
188;3748761
189;1561720
190;3928539
191;1741498
192;1710245
193;3717508
194;1890023
195;3897286
196;1350689
197;3357952
198;1530467
199;3537730
200;2429357
201;242316
202;2609135
203;422094
204;2069801
205;4077064
206;2249579
207;62538
208;3148469
209;961428
210;3328247
211;1141206
212;2788913
213;601872
214;2968691
215;781650
216;3867581
217;1680540
218;4047359
219;1860318
220;3508025
221;1320984
222;3687803
223;1500762
224;392389
225;2399652
226;572167
227;2579430
228;32833
229;2040096
230;212611
231;2219874
232;1111501
233;3118764
234;1291279
235;3298542
236;751945
237;2759208
238;931723
239;2938986
240;1830613
241;3837876
242;2010391
243;4017654
244;1471057
245;3478320
246;1650835
247;3658098
248;2549725
249;362684
250;2729503
251;542462
252;2190169
253;3128
254;2369947
255;182906
256;751980
257;1444413
258;931758
259;1624191
260;392424
261;1084857
262;572202
263;1264635
264;1471092
265;2163525
266;1650870
267;2343303
268;1111536
269;1803969
270;1291314
271;1983747
272;2190204
273;2882637
274;2369982
275;3062415
276;1830648
277;2523081
278;2010426
279;2702859
280;2909316
281;3601749
282;3089094
283;3781527
284;2549760
285;3242193
286;2729538
287;3421971
288;3628428
289;126557
290;3808206
291;306335
292;3268872
293;3961305
294;3448650
295;4141083
296;153236
297;845669
298;333014
299;1025447
300;3987984
301;486113
302;4167762
303;665891
304;872348
305;1564781
306;1052126
307;1744559
308;512792
309;1205225
310;692570
311;1385003
312;1591460
313;2283893
314;1771238
315;2463671
316;1231904
317;1924337
318;1411682
319;2104115
320;3387692
321;4080125
322;3567470
323;65599
324;3028136
325;3720569
326;3207914
327;3900347
328;4106804
329;604933
330;92278
331;784711
332;3747248
333;245377
334;3927026
335;425155
336;631612
337;1324045
338;811390
339;1503823
340;272056
341;964489
342;451834
343;1144267
344;1350724
345;2043157
346;1530502
347;2222935
348;991168
349;1683601
350;1170946
351;1863379
352;2069836
353;2762269
354;2249614
355;2942047
356;1710280
357;2402713
358;1890058
359;2582491
360;2788948
361;3481381
362;2968726
363;3661159
364;2429392
365;3121825
366;2609170
367;3301603
368;3508060
369;6189
370;3687838
371;185967
372;3148504
373;3840937
374;3328282
375;4020715
376;32868
377;725301
378;212646
379;905079
380;3867616
381;365745
382;4047394
383;545523
384;1829100
385;2521533
386;2008878
387;2701311
388;1469544
389;2161977
390;1649322
391;2341755
392;2548212
393;3240645
394;2727990
395;3420423
396;2188656
397;2881089
398;2368434
399;3060867
400;3267324
401;3959757
402;3447102
403;4139535
404;2907768
405;3600201
406;3087546
407;3779979
408;3986436
409;484565
410;4166214
411;664343
412;3626880
413;125009
414;3806658
415;304787
416;511244
417;1203677
418;691022
419;1383455
420;151688
421;844121
422;331466
423;1023899
424;1230356
425;1922789
426;1410134
427;2102567
428;870800
429;1563233
430;1050578
431;1743011
432;1949468
433;2641901
434;2129246
435;2821679
436;1589912
437;2282345
438;1769690
439;2462123
440;2668580
441;3361013
442;2848358
443;3540791
444;2309024
445;3001457
446;2488802
447;3181235
448;270508
449;962941
450;450286
451;1142719
452;4105256
453;603385
454;90730
455;783163
456;989620
457;1682053
458;1169398
459;1861831
460;630064
461;1322497
462;809842
463;1502275
464;1708732
465;2401165
466;1888510
467;2580943
468;1349176
469;2041609
470;1528954
471;2221387
472;2427844
473;3120277
474;2607622
475;3300055
476;2068288
477;2760721
478;2248066
479;2940499
480;3146956
481;3839389
482;3326734
483;4019167
484;2787400
485;3479833
486;2967178
487;3659611
488;3866068
489;364197
490;4045846
491;543975
492;3506512
493;4641
494;3686290
495;184419
496;390876
497;1083309
498;570654
499;1263087
500;31320
501;723753
502;211098
503;903531
504;1109988
505;1802421
506;1289766
507;1982199
508;750432
509;1442865
510;930210
511;1622643
512;876887
513;2884150
514;3686325
515;1499284
516;517331
517;2524594
518;3326769
519;1139728
520;1595999
521;3603262
522;211133
523;2218396
524;1236443
525;3243706
526;4045881
527;1858840
528;2315111
529;128070
530;930245
531;2937508
532;1955555
533;3962818
534;570689
535;2577952
536;3034223
537;847182
538;1649357
539;3656620
540;2674667
541;487626
542;1289801
543;3297064
544;3753335
545;1566294
546;2368469
547;181428
548;3393779
549;1206738
550;2008913
551;4016176
552;278143
553;2285406
554;3087581
555;900540
556;4112891
557;1925850
558;2728025
559;540984
560;997255
561;3004518
562;3806693
563;1619652
