2^1^4	2	.00833333333333333300	282
2^1^5	2	.72833333333333333300	282
2^1^6	2	12.87833333333333333300	284
2^1^7	2	44.21166666666666666600	285
2^1^8	2	75.23833333333333333300	283
2^1^9	2	91.54166666666666666600	287
2^2^0	2	97.48000000000000000000	297
2^2^1	2	99.26166666666666666600	295
2^2^2	2	99.82166666666666666600	302
2^1^4	2	.00833333333333333300	282
2^1^5	2	.72833333333333333300	282
2^1^6	2	12.87833333333333333300	284
2^1^7	2	44.21166666666666666600	285
2^1^8	2	75.23833333333333333300	283
2^1^9	2	91.54166666666666666600	287
2^2^0	2	97.48000000000000000000	297
2^2^1	2	99.26166666666666666600	295
2^2^2	2	99.82166666666666666600	302
