2^1^4	1	.00833333333333333300	240
2^1^5	1	.72833333333333333300	241
2^1^6	1	12.87833333333333333300	243
2^1^7	1	44.21166666666666666600	243
2^1^8	1	75.23833333333333333300	248
2^1^9	1	91.54166666666666666600	257
2^2^0	1	97.48000000000000000000	262
2^2^1	1	99.26166666666666666600	270
2^2^2	1	99.82166666666666666600	278
2^1^4	1	.00833333333333333300	240
2^1^5	1	.72833333333333333300	241
2^1^6	1	12.87833333333333333300	243
2^1^7	1	44.21166666666666666600	243
2^1^8	1	75.23833333333333333300	248
2^1^9	1	91.54166666666666666600	257
2^2^0	1	97.48000000000000000000	262
2^2^1	1	99.26166666666666666600	270
2^2^2	1	99.82166666666666666600	278
