.700000000	169
.842857143	229
.985714286	275
1.128571429	287
1.271428572	339
1.700000001	171
1.842857144	217
1.985714287	255
2.128571430	282
2.271428573	334
2.700000002	184
2.842857145	234
2.985714288	267
3.128571431	291
3.271428574	345
3.700000003	184
3.842857146	228
3.985714289	262
4.128571432	290
4.271428575	355
4.700000004	182
4.842857147	226
4.985714290	262
5.128571433	287
5.271428576	378
5.700000005	187
5.842857148	232
5.985714291	269
6.128571434	295
6.271428577	358
6.700000006	199
6.842857149	241
6.985714292	273
7.128571435	290
7.271428578	361
7.700000007	200
7.842857150	255
7.985714293	271
8.128571436	301
8.271428579	374
8.700000008	204
8.842857151	252
8.985714294	281
9.128571437	305
9.271428580	383
