2^1^4	2	.14555555555555555500	281
2^1^5	2	5.00000000000000000000	280
2^1^6	2	29.69666666666666666600	281
2^1^7	2	63.75111111111111111100	280
2^1^8	2	86.43555555555555555500	281
2^1^9	2	95.85222222222222222200	283
2^2^0	2	98.82444444444444444400	288
2^2^1	2	99.67111111111111111100	291
2^2^2	2	99.90444444444444444400	302
2^1^4	2	.14555555555555555500	281
2^1^5	2	5.00000000000000000000	280
2^1^6	2	29.69666666666666666600	281
2^1^7	2	63.75111111111111111100	280
2^1^8	2	86.43555555555555555500	281
2^1^9	2	95.85222222222222222200	283
2^2^0	2	98.82444444444444444400	288
2^2^1	2	99.67111111111111111100	291
2^2^2	2	99.90444444444444444400	302
