region,selectivity,method,grp,metric,value
Initialization,20,cuckoo,BRANCH,Branchmispredictionrate,2.76580453465347e-05
Initialization,30,cuckoo,BRANCH,Branchmispredictionrate,2.77405778217822e-05
Initialization,40,cuckoo,BRANCH,Branchmispredictionrate,2.71769913861386e-05
Initialization,50,cuckoo,BRANCH,Branchmispredictionrate,2.70237179207921e-05
Initialization,60,cuckoo,BRANCH,Branchmispredictionrate,5.3933846039604e-05
Initialization,70,cuckoo,BRANCH,Branchmispredictionrate,6.95092635643564e-05
Initialization,80,cuckoo,BRANCH,Branchmispredictionrate,5.50448081188119e-05
Initialization,90,cuckoo,BRANCH,Branchmispredictionrate,3.67911986138614e-05
Initialization,10,cuckoo,BRANCH,Branchmispredictionratio,0.000686138613861386
Initialization,20,cuckoo,BRANCH,Branchmispredictionratio,0.000434653465346534
Initialization,30,cuckoo,BRANCH,Branchmispredictionratio,0.000433663366336633
Initialization,40,cuckoo,BRANCH,Branchmispredictionratio,0.000422772277227723
Initialization,50,cuckoo,BRANCH,Branchmispredictionratio,0.000428712871287129
Initialization,60,cuckoo,BRANCH,Branchmispredictionratio,0.000698019801980198
Initialization,70,cuckoo,BRANCH,Branchmispredictionratio,0.00106732673267327
Initialization,80,cuckoo,BRANCH,Branchmispredictionratio,0.00082871287128713
Initialization,90,cuckoo,BRANCH,Branchmispredictionratio,0.000578217821782178
Initialization,10,cuckoo,BRANCH,Branchrate,0.0628980198019803
Initialization,20,cuckoo,BRANCH,Branchrate,0.0628000000000001
Initialization,30,cuckoo,BRANCH,Branchrate,0.0628000000000001
Initialization,40,cuckoo,BRANCH,Branchrate,0.0628000000000001
Initialization,50,cuckoo,BRANCH,Branchrate,0.0628000000000001
Initialization,60,cuckoo,BRANCH,Branchrate,0.063531683168317
Initialization,70,cuckoo,BRANCH,Branchrate,0.0630049504950496
Initialization,80,cuckoo,BRANCH,Branchrate,0.0630198019801981
Initialization,90,cuckoo,BRANCH,Branchrate,0.0628306930693071
Initialization,10,cuckoo,BRANCH,BR_INST_RETIRED_ALL_BRANCHES,264142.742574257
Initialization,20,cuckoo,BRANCH,BR_INST_RETIRED_ALL_BRANCHES,263540.811881188
Initialization,30,cuckoo,BRANCH,BR_INST_RETIRED_ALL_BRANCHES,263540.841584158
Initialization,40,cuckoo,BRANCH,BR_INST_RETIRED_ALL_BRANCHES,263540.900990099
Initialization,50,cuckoo,BRANCH,BR_INST_RETIRED_ALL_BRANCHES,263540.762376238
Initialization,60,cuckoo,BRANCH,BR_INST_RETIRED_ALL_BRANCHES,271166.306930693
Initialization,70,cuckoo,BRANCH,BR_INST_RETIRED_ALL_BRANCHES,270065.089108911
Initialization,80,cuckoo,BRANCH,BR_INST_RETIRED_ALL_BRANCHES,268305.04950495
Initialization,90,cuckoo,BRANCH,BR_INST_RETIRED_ALL_BRANCHES,263743.544554455
Initialization,10,cuckoo,BRANCH,BR_MISP_RETIRED_ALL_BRANCHES,181.871287128713
Initialization,20,cuckoo,BRANCH,BR_MISP_RETIRED_ALL_BRANCHES,116.128712871287
Initialization,30,cuckoo,BRANCH,BR_MISP_RETIRED_ALL_BRANCHES,116.475247524752
Initialization,40,cuckoo,BRANCH,BR_MISP_RETIRED_ALL_BRANCHES,114.108910891089
Initialization,50,cuckoo,BRANCH,BR_MISP_RETIRED_ALL_BRANCHES,113.465346534653
Initialization,60,cuckoo,BRANCH,BR_MISP_RETIRED_ALL_BRANCHES,287.831683168317
Initialization,70,cuckoo,BRANCH,BR_MISP_RETIRED_ALL_BRANCHES,417.90099009901
Initialization,80,cuckoo,BRANCH,BR_MISP_RETIRED_ALL_BRANCHES,292.831683168317
Initialization,90,cuckoo,BRANCH,BR_MISP_RETIRED_ALL_BRANCHES,153.178217821782
Initialization,10,cuckoo,BRANCH,Clock[MHz],1222.51696930693
Initialization,20,cuckoo,BRANCH,Clock[MHz],918.636393069307
Initialization,30,cuckoo,BRANCH,Clock[MHz],901.241514851485
Initialization,40,cuckoo,BRANCH,Clock[MHz],903.794371287129
Initialization,50,cuckoo,BRANCH,Clock[MHz],923.544556435643
Initialization,60,cuckoo,BRANCH,Clock[MHz],1180.69976039604
Initialization,70,cuckoo,BRANCH,Clock[MHz],1123.60841782178
Initialization,80,cuckoo,BRANCH,Clock[MHz],1455.70582574257
Initialization,90,cuckoo,BRANCH,Clock[MHz],1281.53681782178
Initialization,10,cuckoo,BRANCH,CPI,0.816390099009901
Initialization,20,cuckoo,BRANCH,CPI,0.660447524752475
Initialization,30,cuckoo,BRANCH,CPI,0.660648514851485
Initialization,40,cuckoo,BRANCH,CPI,0.660386138613861
Initialization,50,cuckoo,BRANCH,CPI,0.660706930693069
Initialization,60,cuckoo,BRANCH,CPI,0.754790099009901
Initialization,70,cuckoo,BRANCH,CPI,0.701855445544554
Initialization,80,cuckoo,BRANCH,CPI,0.700322772277228
Initialization,90,cuckoo,BRANCH,CPI,0.687331683168317
Initialization,10,cuckoo,BRANCH,CPU_CLK_UNHALTED_CORE,3430316.13861386
Initialization,20,cuckoo,BRANCH,CPU_CLK_UNHALTED_CORE,2773042.08910891
Initialization,30,cuckoo,BRANCH,CPU_CLK_UNHALTED_CORE,2773873.91089109
Initialization,40,cuckoo,BRANCH,CPU_CLK_UNHALTED_CORE,2772772.00990099
Initialization,50,cuckoo,BRANCH,CPU_CLK_UNHALTED_CORE,2774119.73267327
Initialization,60,cuckoo,BRANCH,CPU_CLK_UNHALTED_CORE,3227150.74257426
Initialization,70,cuckoo,BRANCH,CPU_CLK_UNHALTED_CORE,3017688.02970297
Initialization,80,cuckoo,BRANCH,CPU_CLK_UNHALTED_CORE,2974053.37623762
Initialization,90,cuckoo,BRANCH,CPU_CLK_UNHALTED_CORE,2886685.27722772
Initialization,10,cuckoo,BRANCH,CPU_CLK_UNHALTED_REF,8380917.5049505
Initialization,20,cuckoo,BRANCH,CPU_CLK_UNHALTED_REF,8054058.2970297
Initialization,30,cuckoo,BRANCH,CPU_CLK_UNHALTED_REF,8234077.18811881
Initialization,40,cuckoo,BRANCH,CPU_CLK_UNHALTED_REF,8142754.0990099
Initialization,50,cuckoo,BRANCH,CPU_CLK_UNHALTED_REF,8052401.94059406
Initialization,60,cuckoo,BRANCH,CPU_CLK_UNHALTED_REF,7918060.65346535
Initialization,70,cuckoo,BRANCH,CPU_CLK_UNHALTED_REF,7468560.17821782
Initialization,80,cuckoo,BRANCH,CPU_CLK_UNHALTED_REF,5956079.30693069
Initialization,90,cuckoo,BRANCH,CPU_CLK_UNHALTED_REF,6665143.04950495
Initialization,10,cuckoo,BRANCH,INSTR_RETIRED_ANY,4201599.31683168
Initialization,20,cuckoo,BRANCH,INSTR_RETIRED_ANY,4198731.75247525
Initialization,30,cuckoo,BRANCH,INSTR_RETIRED_ANY,4198731.9009901
Initialization,40,cuckoo,BRANCH,INSTR_RETIRED_ANY,4198732.15841584
Initialization,50,cuckoo,BRANCH,INSTR_RETIRED_ANY,4198731.86138614
Initialization,60,cuckoo,BRANCH,INSTR_RETIRED_ANY,4234275.96039604
Initialization,70,cuckoo,BRANCH,INSTR_RETIRED_ANY,4278250.68316832
Initialization,80,cuckoo,BRANCH,INSTR_RETIRED_ANY,4248454.96039604
Initialization,90,cuckoo,BRANCH,INSTR_RETIRED_ANY,4199688.15841584
Initialization,10,cuckoo,BRANCH,Instructionsperbranch,15.9073108910891
Initialization,20,cuckoo,BRANCH,Instructionsperbranch,15.9320059405941
Initialization,30,cuckoo,BRANCH,Instructionsperbranch,15.932000990099
Initialization,40,cuckoo,BRANCH,Instructionsperbranch,15.931997029703
Initialization,50,cuckoo,BRANCH,Instructionsperbranch,15.9320069306931
Initialization,60,cuckoo,BRANCH,Instructionsperbranch,15.8359940594059
Initialization,70,cuckoo,BRANCH,Instructionsperbranch,15.8843891089109
Initialization,80,cuckoo,BRANCH,Instructionsperbranch,15.8835079207921
Initialization,90,cuckoo,BRANCH,Instructionsperbranch,15.9236297029703
Initialization,10,cuckoo,BRANCH,RDTSCRuntime[s],0.00465347524752475
Initialization,20,cuckoo,BRANCH,RDTSCRuntime[s],0.00458222772277228
Initialization,30,cuckoo,BRANCH,RDTSCRuntime[s],0.00469010891089109
Initialization,40,cuckoo,BRANCH,RDTSCRuntime[s],0.00461024752475247
Initialization,50,cuckoo,BRANCH,RDTSCRuntime[s],0.00455274257425743
Initialization,60,cuckoo,BRANCH,RDTSCRuntime[s],0.00443220792079208
Initialization,70,cuckoo,BRANCH,RDTSCRuntime[s],0.00435863366336634
Initialization,80,cuckoo,BRANCH,RDTSCRuntime[s],0.00350231683168317
Initialization,90,cuckoo,BRANCH,RDTSCRuntime[s],0.0038969603960396
Initialization,10,cuckoo,BRANCH,Runtime(RDTSC)[s],0.00465445544554456
Initialization,20,cuckoo,BRANCH,Runtime(RDTSC)[s],0.00458811881188118
Initialization,30,cuckoo,BRANCH,Runtime(RDTSC)[s],0.00469504950495049
Initialization,40,cuckoo,BRANCH,Runtime(RDTSC)[s],0.00461485148514851
Initialization,50,cuckoo,BRANCH,Runtime(RDTSC)[s],0.00454950495049505
Initialization,60,cuckoo,BRANCH,Runtime(RDTSC)[s],0.00442970297029703
Initialization,70,cuckoo,BRANCH,Runtime(RDTSC)[s],0.00435445544554455
Initialization,80,cuckoo,BRANCH,Runtime(RDTSC)[s],0.0035039603960396
Initialization,90,cuckoo,BRANCH,Runtime(RDTSC)[s],0.0038990099009901
Initialization,10,cuckoo,BRANCH,Runtimeunhalted[s],0.00133168316831683
Initialization,20,cuckoo,BRANCH,Runtimeunhalted[s],0.0011
Initialization,30,cuckoo,BRANCH,Runtimeunhalted[s],0.0011
Initialization,40,cuckoo,BRANCH,Runtimeunhalted[s],0.0011
Initialization,50,cuckoo,BRANCH,Runtimeunhalted[s],0.0011
Initialization,60,cuckoo,BRANCH,Runtimeunhalted[s],0.00125841584158416
Initialization,70,cuckoo,BRANCH,Runtimeunhalted[s],0.00116831683168317
Initialization,80,cuckoo,BRANCH,Runtimeunhalted[s],0.00115247524752475
Initialization,90,cuckoo,BRANCH,Runtimeunhalted[s],0.00112871287128713
Initialization,10,cuckoo,DATA,Clock[MHz],1165.27868811881
Initialization,20,cuckoo,DATA,Clock[MHz],946.789426732673
Initialization,30,cuckoo,DATA,Clock[MHz],919.030153465346
Initialization,40,cuckoo,DATA,Clock[MHz],918.885215841584
Initialization,50,cuckoo,DATA,Clock[MHz],884.037988118812
Initialization,60,cuckoo,DATA,Clock[MHz],1251.81336336634
Initialization,70,cuckoo,DATA,Clock[MHz],1187.85809504951
Initialization,80,cuckoo,DATA,Clock[MHz],1337.98553564356
Initialization,90,cuckoo,DATA,Clock[MHz],1341.57469009901
Initialization,10,cuckoo,DATA,CPI,0.855654455445545
Initialization,20,cuckoo,DATA,CPI,0.66039702970297
Initialization,30,cuckoo,DATA,CPI,0.66069702970297
Initialization,40,cuckoo,DATA,CPI,0.660720792079208
Initialization,50,cuckoo,DATA,CPI,0.660483168316832
Initialization,60,cuckoo,DATA,CPI,0.818608910891089
Initialization,70,cuckoo,DATA,CPI,0.703469306930693
Initialization,80,cuckoo,DATA,CPI,0.681677227722772
Initialization,90,cuckoo,DATA,CPI,0.692639603960396
Initialization,10,cuckoo,DATA,CPU_CLK_UNHALTED_CORE,3654755.69306931
Initialization,20,cuckoo,DATA,CPU_CLK_UNHALTED_CORE,2772855.50495049
Initialization,30,cuckoo,DATA,CPU_CLK_UNHALTED_CORE,2774106.89108911
Initialization,40,cuckoo,DATA,CPU_CLK_UNHALTED_CORE,2774219.45544554
Initialization,50,cuckoo,DATA,CPU_CLK_UNHALTED_CORE,2773209.06930693
Initialization,60,cuckoo,DATA,CPU_CLK_UNHALTED_CORE,3558674.45544554
Initialization,70,cuckoo,DATA,CPU_CLK_UNHALTED_CORE,2980507.81188119
Initialization,80,cuckoo,DATA,CPU_CLK_UNHALTED_CORE,2862352.72277228
Initialization,90,cuckoo,DATA,CPU_CLK_UNHALTED_CORE,2980897.48514851
Initialization,10,cuckoo,DATA,CPU_CLK_UNHALTED_REF,9437693.38613861
Initialization,20,cuckoo,DATA,CPU_CLK_UNHALTED_REF,7957201.54455446
Initialization,30,cuckoo,DATA,CPU_CLK_UNHALTED_REF,8110127.40594059
Initialization,40,cuckoo,DATA,CPU_CLK_UNHALTED_REF,8084568.83168317
Initialization,50,cuckoo,DATA,CPU_CLK_UNHALTED_REF,8325956.31683168
Initialization,60,cuckoo,DATA,CPU_CLK_UNHALTED_REF,8137387.36633663
Initialization,70,cuckoo,DATA,CPU_CLK_UNHALTED_REF,6924689.40594059
Initialization,80,cuckoo,DATA,CPU_CLK_UNHALTED_REF,5879263.38613861
Initialization,90,cuckoo,DATA,CPU_CLK_UNHALTED_REF,6275416.01980198
Initialization,10,cuckoo,DATA,INSTR_RETIRED_ANY,4254837.11881188
Initialization,20,cuckoo,DATA,INSTR_RETIRED_ANY,4198769.8019802
Initialization,30,cuckoo,DATA,INSTR_RETIRED_ANY,4198770.01980198
Initialization,40,cuckoo,DATA,INSTR_RETIRED_ANY,4198769.7029703
Initialization,50,cuckoo,DATA,INSTR_RETIRED_ANY,4198769.75247525
Initialization,60,cuckoo,DATA,INSTR_RETIRED_ANY,4293609.54455446
Initialization,70,cuckoo,DATA,INSTR_RETIRED_ANY,4242136.40594059
Initialization,80,cuckoo,DATA,INSTR_RETIRED_ANY,4198980.5049505
Initialization,90,cuckoo,DATA,INSTR_RETIRED_ANY,4304401.96039604
Initialization,10,cuckoo,DATA,Loadtostoreratio,2.3285801980198
Initialization,20,cuckoo,DATA,Loadtostoreratio,2.33335742574257
Initialization,30,cuckoo,DATA,Loadtostoreratio,2.33335247524752
Initialization,40,cuckoo,DATA,Loadtostoreratio,2.33335247524752
Initialization,50,cuckoo,DATA,Loadtostoreratio,2.33321089108911
Initialization,60,cuckoo,DATA,Loadtostoreratio,2.33291089108911
Initialization,70,cuckoo,DATA,Loadtostoreratio,2.3285198019802
Initialization,80,cuckoo,DATA,Loadtostoreratio,2.33122376237624
Initialization,90,cuckoo,DATA,Loadtostoreratio,2.32867227722772
Initialization,10,cuckoo,DATA,MEM_INST_RETIRED_ALL_LOADS,1847032.57425743
Initialization,20,cuckoo,DATA,MEM_INST_RETIRED_ALL_LOADS,1836211.43564356
Initialization,30,cuckoo,DATA,MEM_INST_RETIRED_ALL_LOADS,1836203.6039604
Initialization,40,cuckoo,DATA,MEM_INST_RETIRED_ALL_LOADS,1836201.63366337
Initialization,50,cuckoo,DATA,MEM_INST_RETIRED_ALL_LOADS,1836092.7029703
Initialization,60,cuckoo,DATA,MEM_INST_RETIRED_ALL_LOADS,1855322.64356436
Initialization,70,cuckoo,DATA,MEM_INST_RETIRED_ALL_LOADS,1848057.03960396
Initialization,80,cuckoo,DATA,MEM_INST_RETIRED_ALL_LOADS,1834625.28712871
Initialization,90,cuckoo,DATA,MEM_INST_RETIRED_ALL_LOADS,1858908.55445545
Initialization,10,cuckoo,DATA,MEM_INST_RETIRED_ALL_STORES,793572.881188119
Initialization,20,cuckoo,DATA,MEM_INST_RETIRED_ALL_STORES,786936
Initialization,30,cuckoo,DATA,MEM_INST_RETIRED_ALL_STORES,786936
Initialization,40,cuckoo,DATA,MEM_INST_RETIRED_ALL_STORES,786936
Initialization,50,cuckoo,DATA,MEM_INST_RETIRED_ALL_STORES,786936
Initialization,60,cuckoo,DATA,MEM_INST_RETIRED_ALL_STORES,794944.386138614
Initialization,70,cuckoo,DATA,MEM_INST_RETIRED_ALL_STORES,794187.940594059
Initialization,80,cuckoo,DATA,MEM_INST_RETIRED_ALL_STORES,786979.376237624
Initialization,90,cuckoo,DATA,MEM_INST_RETIRED_ALL_STORES,799170.841584158
Initialization,10,cuckoo,DATA,RDTSCRuntime[s],0.00512386138613861
Initialization,20,cuckoo,DATA,RDTSCRuntime[s],0.00453337623762376
Initialization,30,cuckoo,DATA,RDTSCRuntime[s],0.0046159801980198
Initialization,40,cuckoo,DATA,RDTSCRuntime[s],0.0045800495049505
Initialization,50,cuckoo,DATA,RDTSCRuntime[s],0.00470783168316832
Initialization,60,cuckoo,DATA,RDTSCRuntime[s],0.00443212871287129
Initialization,70,cuckoo,DATA,RDTSCRuntime[s],0.00404781188118812
Initialization,80,cuckoo,DATA,RDTSCRuntime[s],0.00344927722772277
Initialization,90,cuckoo,DATA,RDTSCRuntime[s],0.00371956435643564
Initialization,10,cuckoo,DATA,Runtime(RDTSC)[s],0.00512970297029703
Initialization,20,cuckoo,DATA,Runtime(RDTSC)[s],0.00454059405940594
Initialization,30,cuckoo,DATA,Runtime(RDTSC)[s],0.00462376237623762
Initialization,40,cuckoo,DATA,Runtime(RDTSC)[s],0.00457920792079208
Initialization,50,cuckoo,DATA,Runtime(RDTSC)[s],0.0047049504950495
Initialization,60,cuckoo,DATA,Runtime(RDTSC)[s],0.00443366336633663
Initialization,70,cuckoo,DATA,Runtime(RDTSC)[s],0.00404455445544555
Initialization,80,cuckoo,DATA,Runtime(RDTSC)[s],0.00345049504950495
Initialization,90,cuckoo,DATA,Runtime(RDTSC)[s],0.00372178217821782
Initialization,10,cuckoo,DATA,Runtimeunhalted[s],0.00141782178217822
Initialization,20,cuckoo,DATA,Runtimeunhalted[s],0.0011
Initialization,30,cuckoo,DATA,Runtimeunhalted[s],0.0011
Initialization,40,cuckoo,DATA,Runtimeunhalted[s],0.0011
Initialization,50,cuckoo,DATA,Runtimeunhalted[s],0.0011
Initialization,60,cuckoo,DATA,Runtimeunhalted[s],0.00138712871287129
Initialization,70,cuckoo,DATA,Runtimeunhalted[s],0.00115346534653465
Initialization,80,cuckoo,DATA,Runtimeunhalted[s],0.00111287128712871
Initialization,90,cuckoo,DATA,Runtimeunhalted[s],0.00115148514851485
Initialization,10,cuckoo,FLOPS_AVX,Clock[MHz],1312.28366138614
Initialization,20,cuckoo,FLOPS_AVX,Clock[MHz],972.040759405941
Initialization,30,cuckoo,FLOPS_AVX,Clock[MHz],933.444897029703
Initialization,40,cuckoo,FLOPS_AVX,Clock[MHz],935.414062376237
Initialization,50,cuckoo,FLOPS_AVX,Clock[MHz],921.592798019802
Initialization,60,cuckoo,FLOPS_AVX,Clock[MHz],952.222111881188
Initialization,70,cuckoo,FLOPS_AVX,Clock[MHz],1187.48884158416
Initialization,80,cuckoo,FLOPS_AVX,Clock[MHz],1325.52697128713
Initialization,90,cuckoo,FLOPS_AVX,Clock[MHz],1425.06096039604
Initialization,10,cuckoo,FLOPS_AVX,CPI,0.906627722772277
Initialization,20,cuckoo,FLOPS_AVX,CPI,0.661075247524752
Initialization,30,cuckoo,FLOPS_AVX,CPI,0.660555445544555
Initialization,40,cuckoo,FLOPS_AVX,CPI,0.660503960396039
Initialization,50,cuckoo,FLOPS_AVX,CPI,0.660576237623762
Initialization,60,cuckoo,FLOPS_AVX,CPI,0.660750495049505
Initialization,70,cuckoo,FLOPS_AVX,CPI,0.692682178217822
Initialization,80,cuckoo,FLOPS_AVX,CPI,0.685659405940594
Initialization,90,cuckoo,FLOPS_AVX,CPI,0.701553465346535
Initialization,10,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_CORE,3837233.67326733
Initialization,20,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_CORE,2775638.27722772
Initialization,30,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_CORE,2773431.16831683
Initialization,40,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_CORE,2773236.11881188
Initialization,50,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_CORE,2773538.13861386
Initialization,60,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_CORE,2774251.14851485
Initialization,70,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_CORE,2909008.51485149
Initialization,80,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_CORE,2879554.79207921
Initialization,90,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_CORE,2977374.45544554
Initialization,10,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_REF,8809819.8019802
Initialization,20,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_REF,7780269.74257426
Initialization,30,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_REF,7944825.38613861
Initialization,40,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_REF,7981790.25742574
Initialization,50,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_REF,7967122.57425743
Initialization,60,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_REF,7841954.85148515
Initialization,70,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_REF,6839270
Initialization,80,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_REF,6049036.17821782
Initialization,90,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_REF,5791417.66336634
Initialization,10,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,0
Initialization,20,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,0
Initialization,30,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,0
Initialization,40,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,0
Initialization,50,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,0
Initialization,60,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,0
Initialization,70,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,0
Initialization,80,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,0
Initialization,90,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,0
Initialization,10,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,0
Initialization,20,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,0
Initialization,30,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,0
Initialization,40,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,0
Initialization,50,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,0
Initialization,60,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,0
Initialization,70,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,0
Initialization,80,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,0
Initialization,90,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,47.9405940594059
Initialization,10,cuckoo,FLOPS_AVX,INSTR_RETIRED_ANY,4217253.72277228
Initialization,20,cuckoo,FLOPS_AVX,INSTR_RETIRED_ANY,4198657.79207921
Initialization,30,cuckoo,FLOPS_AVX,INSTR_RETIRED_ANY,4198657.84158416
Initialization,40,cuckoo,FLOPS_AVX,INSTR_RETIRED_ANY,4198657.96039604
Initialization,50,cuckoo,FLOPS_AVX,INSTR_RETIRED_ANY,4198657.65346535
Initialization,60,cuckoo,FLOPS_AVX,INSTR_RETIRED_ANY,4198657.82178218
Initialization,70,cuckoo,FLOPS_AVX,INSTR_RETIRED_ANY,4199579.77227723
Initialization,80,cuckoo,FLOPS_AVX,INSTR_RETIRED_ANY,4199637.61386139
Initialization,90,cuckoo,FLOPS_AVX,INSTR_RETIRED_ANY,4234037.14851485
Initialization,10,cuckoo,FLOPS_AVX,PackedDPMFLOP/s,0
Initialization,20,cuckoo,FLOPS_AVX,PackedDPMFLOP/s,0
Initialization,30,cuckoo,FLOPS_AVX,PackedDPMFLOP/s,0
Initialization,40,cuckoo,FLOPS_AVX,PackedDPMFLOP/s,0
Initialization,50,cuckoo,FLOPS_AVX,PackedDPMFLOP/s,0
Initialization,60,cuckoo,FLOPS_AVX,PackedDPMFLOP/s,0
Initialization,70,cuckoo,FLOPS_AVX,PackedDPMFLOP/s,0
Initialization,80,cuckoo,FLOPS_AVX,PackedDPMFLOP/s,0
Initialization,90,cuckoo,FLOPS_AVX,PackedDPMFLOP/s,0
Initialization,10,cuckoo,FLOPS_AVX,PackedSPMFLOP/s,0
Initialization,20,cuckoo,FLOPS_AVX,PackedSPMFLOP/s,0
Initialization,30,cuckoo,FLOPS_AVX,PackedSPMFLOP/s,0
Initialization,40,cuckoo,FLOPS_AVX,PackedSPMFLOP/s,0
Initialization,50,cuckoo,FLOPS_AVX,PackedSPMFLOP/s,0
Initialization,60,cuckoo,FLOPS_AVX,PackedSPMFLOP/s,0
Initialization,70,cuckoo,FLOPS_AVX,PackedSPMFLOP/s,0
Initialization,80,cuckoo,FLOPS_AVX,PackedSPMFLOP/s,0
Initialization,90,cuckoo,FLOPS_AVX,PackedSPMFLOP/s,0.219243564356436
Initialization,10,cuckoo,FLOPS_AVX,RDTSCRuntime[s],0.00477356435643564
Initialization,20,cuckoo,FLOPS_AVX,RDTSCRuntime[s],0.00442746534653465
Initialization,30,cuckoo,FLOPS_AVX,RDTSCRuntime[s],0.0045200198019802
Initialization,40,cuckoo,FLOPS_AVX,RDTSCRuntime[s],0.00451109900990099
Initialization,50,cuckoo,FLOPS_AVX,RDTSCRuntime[s],0.00450402970297029
Initialization,60,cuckoo,FLOPS_AVX,RDTSCRuntime[s],0.00443065346534654
Initialization,70,cuckoo,FLOPS_AVX,RDTSCRuntime[s],0.00405706930693069
Initialization,80,cuckoo,FLOPS_AVX,RDTSCRuntime[s],0.00355886138613861
Initialization,90,cuckoo,FLOPS_AVX,RDTSCRuntime[s],0.003377
Initialization,10,cuckoo,FLOPS_AVX,Runtime(RDTSC)[s],0.00477425742574258
Initialization,20,cuckoo,FLOPS_AVX,Runtime(RDTSC)[s],0.00443366336633663
Initialization,30,cuckoo,FLOPS_AVX,Runtime(RDTSC)[s],0.00453069306930693
Initialization,40,cuckoo,FLOPS_AVX,Runtime(RDTSC)[s],0.00450990099009901
Initialization,50,cuckoo,FLOPS_AVX,Runtime(RDTSC)[s],0.0045019801980198
Initialization,60,cuckoo,FLOPS_AVX,Runtime(RDTSC)[s],0.00442376237623762
Initialization,70,cuckoo,FLOPS_AVX,Runtime(RDTSC)[s],0.00405940594059406
Initialization,80,cuckoo,FLOPS_AVX,Runtime(RDTSC)[s],0.00356237623762376
Initialization,90,cuckoo,FLOPS_AVX,Runtime(RDTSC)[s],0.00337821782178218
Initialization,10,cuckoo,FLOPS_AVX,Runtimeunhalted[s],0.00149108910891089
Initialization,20,cuckoo,FLOPS_AVX,Runtimeunhalted[s],0.0011009900990099
Initialization,30,cuckoo,FLOPS_AVX,Runtimeunhalted[s],0.0011
Initialization,40,cuckoo,FLOPS_AVX,Runtimeunhalted[s],0.0011
Initialization,50,cuckoo,FLOPS_AVX,Runtimeunhalted[s],0.0011
Initialization,60,cuckoo,FLOPS_AVX,Runtimeunhalted[s],0.0011
Initialization,70,cuckoo,FLOPS_AVX,Runtimeunhalted[s],0.00112376237623762
Initialization,80,cuckoo,FLOPS_AVX,Runtimeunhalted[s],0.00111485148514852
Initialization,90,cuckoo,FLOPS_AVX,Runtimeunhalted[s],0.00115445544554456
Initialization,10,cuckoo,L2,Clock[MHz],1265.58977425743
Initialization,20,cuckoo,L2,Clock[MHz],854.489301980198
Initialization,30,cuckoo,L2,Clock[MHz],916.660305940595
Initialization,40,cuckoo,L2,Clock[MHz],906.78959009901
Initialization,50,cuckoo,L2,Clock[MHz],888.973408910891
Initialization,60,cuckoo,L2,Clock[MHz],944.291457425742
