region,selectivity,method,grp,metric,value
Core,10,cuckoo,L3CACHE,L3requestrate,0.000897029702970296
Core,20,cuckoo,L3CACHE,L3requestrate,0.000899999999999999
Core,30,cuckoo,L3CACHE,L3requestrate,0.000962376237623762
Core,40,cuckoo,L3CACHE,L3requestrate,1
Core,50,cuckoo,L3CACHE,L3requestrate,0.0011
Core,60,cuckoo,L3CACHE,L3requestrate,0.0011
Core,70,cuckoo,L3CACHE,L3requestrate,0.0011980198019802
Core,80,cuckoo,L3CACHE,L3requestrate,0.00122475247524753
Core,90,cuckoo,L3CACHE,L3requestrate,0.00129603960396039
Core,10,cuckoo,L3CACHE,MEM_LOAD_RETIRED_L3_HIT,119503.792079208
Core,20,cuckoo,L3CACHE,MEM_LOAD_RETIRED_L3_HIT,164685.336633663
Core,30,cuckoo,L3CACHE,MEM_LOAD_RETIRED_L3_HIT,179956.138613861
Core,40,cuckoo,L3CACHE,MEM_LOAD_RETIRED_L3_HIT,189428.544554455
Core,50,cuckoo,L3CACHE,MEM_LOAD_RETIRED_L3_HIT,201847.217821782
Core,60,cuckoo,L3CACHE,MEM_LOAD_RETIRED_L3_HIT,212160.465346535
Core,70,cuckoo,L3CACHE,MEM_LOAD_RETIRED_L3_HIT,151274.930693069
Core,80,cuckoo,L3CACHE,MEM_LOAD_RETIRED_L3_HIT,138818.138613861
Core,90,cuckoo,L3CACHE,MEM_LOAD_RETIRED_L3_HIT,125900.04950495
Core,10,cuckoo,L3CACHE,MEM_LOAD_RETIRED_L3_MISS,50158.0396039604
Core,20,cuckoo,L3CACHE,MEM_LOAD_RETIRED_L3_MISS,9654.9603960396
Core,30,cuckoo,L3CACHE,MEM_LOAD_RETIRED_L3_MISS,2880.73267326733
Core,40,cuckoo,L3CACHE,MEM_LOAD_RETIRED_L3_MISS,2918.61386138614
Core,50,cuckoo,L3CACHE,MEM_LOAD_RETIRED_L3_MISS,3395.0099009901
Core,60,cuckoo,L3CACHE,MEM_LOAD_RETIRED_L3_MISS,3611.9900990099
Core,70,cuckoo,L3CACHE,MEM_LOAD_RETIRED_L3_MISS,76214.8613861386
Core,80,cuckoo,L3CACHE,MEM_LOAD_RETIRED_L3_MISS,100899.663366337
Core,90,cuckoo,L3CACHE,MEM_LOAD_RETIRED_L3_MISS,123161.405940594
Core,10,cuckoo,L3CACHE,RDTSCRuntime[s],0.0283759108910891
Core,20,cuckoo,L3CACHE,RDTSCRuntime[s],0.0197921287128713
Core,30,cuckoo,L3CACHE,RDTSCRuntime[s],0.0193101584158416
Core,40,cuckoo,L3CACHE,RDTSCRuntime[s],0.0194632871287129
Core,50,cuckoo,L3CACHE,RDTSCRuntime[s],0.0195537623762376
Core,60,cuckoo,L3CACHE,RDTSCRuntime[s],0.0196941584158416
Core,70,cuckoo,L3CACHE,RDTSCRuntime[s],0.0317134455445545
Core,80,cuckoo,L3CACHE,RDTSCRuntime[s],0.0337486138613861
Core,90,cuckoo,L3CACHE,RDTSCRuntime[s],0.0354337128712871
Core,10,cuckoo,L3CACHE,Runtime(RDTSC)[s],0.0283792079207921
Core,20,cuckoo,L3CACHE,Runtime(RDTSC)[s],0.0197960396039604
Core,30,cuckoo,L3CACHE,Runtime(RDTSC)[s],0.0193108910891089
Core,40,cuckoo,L3CACHE,Runtime(RDTSC)[s],0.0194633663366337
Core,50,cuckoo,L3CACHE,Runtime(RDTSC)[s],0.019550495049505
Core,60,cuckoo,L3CACHE,Runtime(RDTSC)[s],0.0196980198019802
Core,70,cuckoo,L3CACHE,Runtime(RDTSC)[s],0.0317148514851485
Core,80,cuckoo,L3CACHE,Runtime(RDTSC)[s],0.0337445544554455
Core,90,cuckoo,L3CACHE,Runtime(RDTSC)[s],0.0354326732673267
Core,10,cuckoo,L3CACHE,Runtimeunhalted[s],0.0284683168316832
Core,20,cuckoo,L3CACHE,Runtimeunhalted[s],0.023329702970297
Core,30,cuckoo,L3CACHE,Runtimeunhalted[s],0.0228871287128713
Core,40,cuckoo,L3CACHE,Runtimeunhalted[s],0.0230673267326733
Core,50,cuckoo,L3CACHE,Runtimeunhalted[s],0.0231534653465346
Core,60,cuckoo,L3CACHE,Runtimeunhalted[s],0.0233267326732673
Core,70,cuckoo,L3CACHE,Runtimeunhalted[s],0.0302584158415842
Core,80,cuckoo,L3CACHE,Runtimeunhalted[s],0.0321
Core,90,cuckoo,L3CACHE,Runtimeunhalted[s],0.0337851485148515
Core,10,cuckoo,L3CACHE,UOPS_RETIRED_ALL,190774825.742574
Core,20,cuckoo,L3CACHE,UOPS_RETIRED_ALL,191172503.960396
Core,30,cuckoo,L3CACHE,UOPS_RETIRED_ALL,191684596.039604
Core,40,cuckoo,L3CACHE,UOPS_RETIRED_ALL,191854409.90099
Core,50,cuckoo,L3CACHE,UOPS_RETIRED_ALL,192195079.207921
Core,60,cuckoo,L3CACHE,UOPS_RETIRED_ALL,192418012.871287
Core,70,cuckoo,L3CACHE,UOPS_RETIRED_ALL,192951708.910891
Core,80,cuckoo,L3CACHE,UOPS_RETIRED_ALL,193043089.108911
Core,90,cuckoo,L3CACHE,UOPS_RETIRED_ALL,193743949.50495
Generation,10,cuckoo,BRANCH,Branchmispredictionrate,0.000201980198019802
Generation,20,cuckoo,BRANCH,Branchmispredictionrate,0.0002
Generation,30,cuckoo,BRANCH,Branchmispredictionrate,0.0002
Generation,40,cuckoo,BRANCH,Branchmispredictionrate,0.0002
Generation,50,cuckoo,BRANCH,Branchmispredictionrate,0.0001
Generation,60,cuckoo,BRANCH,Branchmispredictionrate,0.0001
Generation,70,cuckoo,BRANCH,Branchmispredictionrate,0.00010990099009901
Generation,80,cuckoo,BRANCH,Branchmispredictionrate,0.0001
Generation,90,cuckoo,BRANCH,Branchmispredictionrate,3.59227854455446e-05
Generation,10,cuckoo,BRANCH,Branchmispredictionratio,0.00140792079207921
Generation,20,cuckoo,BRANCH,Branchmispredictionratio,0.0012009900990099
Generation,30,cuckoo,BRANCH,Branchmispredictionratio,0.0011
Generation,40,cuckoo,BRANCH,Branchmispredictionratio,0.000907920792079207
Generation,50,cuckoo,BRANCH,Branchmispredictionratio,0.0008009900990099
Generation,60,cuckoo,BRANCH,Branchmispredictionratio,0.000694059405940594
Generation,70,cuckoo,BRANCH,Branchmispredictionratio,0.000565346534653466
Generation,80,cuckoo,BRANCH,Branchmispredictionratio,0.000404950495049505
Generation,90,cuckoo,BRANCH,Branchmispredictionratio,0.000201980198019802
Generation,10,cuckoo,BRANCH,Branchrate,0.166503960396039
Generation,20,cuckoo,BRANCH,Branchrate,0.167068316831683
Generation,30,cuckoo,BRANCH,Branchrate,0.16790099009901
Generation,40,cuckoo,BRANCH,Branchrate,0.168246534653465
Generation,50,cuckoo,BRANCH,Branchrate,0.168477227722773
Generation,60,cuckoo,BRANCH,Branchrate,0.168546534653465
Generation,70,cuckoo,BRANCH,Branchrate,0.168957425742574
Generation,80,cuckoo,BRANCH,Branchrate,0.169639603960396
Generation,90,cuckoo,BRANCH,Branchrate,0.171766336633663
Generation,10,cuckoo,BRANCH,BR_INST_RETIRED_ALL_BRANCHES,247304557.425743
Generation,20,cuckoo,BRANCH,BR_INST_RETIRED_ALL_BRANCHES,247413841.584158
Generation,30,cuckoo,BRANCH,BR_INST_RETIRED_ALL_BRANCHES,247165033.663366
Generation,40,cuckoo,BRANCH,BR_INST_RETIRED_ALL_BRANCHES,247027231.683168
Generation,50,cuckoo,BRANCH,BR_INST_RETIRED_ALL_BRANCHES,246869656.435644
Generation,60,cuckoo,BRANCH,BR_INST_RETIRED_ALL_BRANCHES,246813303.960396
Generation,70,cuckoo,BRANCH,BR_INST_RETIRED_ALL_BRANCHES,246729366.336634
Generation,80,cuckoo,BRANCH,BR_INST_RETIRED_ALL_BRANCHES,246635890.09901
Generation,90,cuckoo,BRANCH,BR_INST_RETIRED_ALL_BRANCHES,246038359.405941
Generation,10,cuckoo,BRANCH,BR_MISP_RETIRED_ALL_BRANCHES,348134.128712871
Generation,20,cuckoo,BRANCH,BR_MISP_RETIRED_ALL_BRANCHES,301388.633663366
Generation,30,cuckoo,BRANCH,BR_MISP_RETIRED_ALL_BRANCHES,268332.148514851
Generation,40,cuckoo,BRANCH,BR_MISP_RETIRED_ALL_BRANCHES,231919.782178218
Generation,50,cuckoo,BRANCH,BR_MISP_RETIRED_ALL_BRANCHES,198466.663366337
Generation,60,cuckoo,BRANCH,BR_MISP_RETIRED_ALL_BRANCHES,164726.693069307
Generation,70,cuckoo,BRANCH,BR_MISP_RETIRED_ALL_BRANCHES,146112.435643564
Generation,80,cuckoo,BRANCH,BR_MISP_RETIRED_ALL_BRANCHES,94498.8811881188
Generation,90,cuckoo,BRANCH,BR_MISP_RETIRED_ALL_BRANCHES,50881.5346534653
Generation,10,cuckoo,BRANCH,Clock[MHz],2429.8022019802
Generation,20,cuckoo,BRANCH,Clock[MHz],2867.57958811881
Generation,30,cuckoo,BRANCH,Clock[MHz],2868.38088811881
Generation,40,cuckoo,BRANCH,Clock[MHz],2864.87242574257
Generation,50,cuckoo,BRANCH,Clock[MHz],2862.52483069307
Generation,60,cuckoo,BRANCH,Clock[MHz],2453.14965049505
Generation,70,cuckoo,BRANCH,Clock[MHz],2431.03169306931
Generation,80,cuckoo,BRANCH,Clock[MHz],2453.84804554455
Generation,90,cuckoo,BRANCH,Clock[MHz],2441.96301584159
Generation,10,cuckoo,BRANCH,CPI,0.492484158415842
Generation,20,cuckoo,BRANCH,CPI,0.408643564356436
Generation,30,cuckoo,BRANCH,CPI,0.406488118811881
Generation,40,cuckoo,BRANCH,CPI,0.404494059405941
Generation,50,cuckoo,BRANCH,CPI,0.402249504950495
Generation,60,cuckoo,BRANCH,CPI,0.445988118811881
Generation,70,cuckoo,BRANCH,CPI,0.495747524752475
Generation,80,cuckoo,BRANCH,CPI,0.504960396039604
Generation,90,cuckoo,BRANCH,CPI,0.465461386138614
Generation,10,cuckoo,BRANCH,CPU_CLK_UNHALTED_CORE,731574510.891089
Generation,20,cuckoo,BRANCH,CPU_CLK_UNHALTED_CORE,605169716.831683
Generation,30,cuckoo,BRANCH,CPU_CLK_UNHALTED_CORE,598525053.465347
Generation,40,cuckoo,BRANCH,CPU_CLK_UNHALTED_CORE,593872832.673267
Generation,50,cuckoo,BRANCH,CPU_CLK_UNHALTED_CORE,589505064.356436
Generation,60,cuckoo,BRANCH,CPU_CLK_UNHALTED_CORE,653033528.712871
Generation,70,cuckoo,BRANCH,CPU_CLK_UNHALTED_CORE,723937801.980198
Generation,80,cuckoo,BRANCH,CPU_CLK_UNHALTED_CORE,734234435.643564
Generation,90,cuckoo,BRANCH,CPU_CLK_UNHALTED_CORE,666744189.108911
Generation,10,cuckoo,BRANCH,CPU_CLK_UNHALTED_REF,781023358.415842
Generation,20,cuckoo,BRANCH,CPU_CLK_UNHALTED_REF,547009491.089109
Generation,30,cuckoo,BRANCH,CPU_CLK_UNHALTED_REF,540904712.871287
Generation,40,cuckoo,BRANCH,CPU_CLK_UNHALTED_REF,537335126.732673
Generation,50,cuckoo,BRANCH,CPU_CLK_UNHALTED_REF,533803211.881188
Generation,60,cuckoo,BRANCH,CPU_CLK_UNHALTED_REF,692013435.643564
Generation,70,cuckoo,BRANCH,CPU_CLK_UNHALTED_REF,773694598.019802
Generation,80,cuckoo,BRANCH,CPU_CLK_UNHALTED_REF,776870219.80198
Generation,90,cuckoo,BRANCH,CPU_CLK_UNHALTED_REF,708886581.188119
Generation,10,cuckoo,BRANCH,INSTR_RETIRED_ANY,1485198980.19802
Generation,20,cuckoo,BRANCH,INSTR_RETIRED_ANY,1480785217.82178
Generation,30,cuckoo,BRANCH,INSTR_RETIRED_ANY,1472320683.16832
Generation,40,cuckoo,BRANCH,INSTR_RETIRED_ANY,1468105079.20792
Generation,50,cuckoo,BRANCH,INSTR_RETIRED_ANY,1465425485.14851
Generation,60,cuckoo,BRANCH,INSTR_RETIRED_ANY,1464230059.40594
Generation,70,cuckoo,BRANCH,INSTR_RETIRED_ANY,1460246623.76238
Generation,80,cuckoo,BRANCH,INSTR_RETIRED_ANY,1453948584.15842
Generation,90,cuckoo,BRANCH,INSTR_RETIRED_ANY,1432316316.83168
Generation,10,cuckoo,BRANCH,Instructionsperbranch,6.0055198019802
Generation,20,cuckoo,BRANCH,Instructionsperbranch,5.98503762376238
Generation,30,cuckoo,BRANCH,Instructionsperbranch,5.95683465346534
Generation,40,cuckoo,BRANCH,Instructionsperbranch,5.94305742574258
Generation,50,cuckoo,BRANCH,Instructionsperbranch,5.93602871287129
Generation,60,cuckoo,BRANCH,Instructionsperbranch,5.93251386138614
Generation,70,cuckoo,BRANCH,Instructionsperbranch,5.91841089108911
Generation,80,cuckoo,BRANCH,Instructionsperbranch,5.89510198019802
Generation,90,cuckoo,BRANCH,Instructionsperbranch,5.82148910891088
Generation,10,cuckoo,BRANCH,RDTSCRuntime[s],0.302670316831683
Generation,20,cuckoo,BRANCH,RDTSCRuntime[s],0.211869811881188
Generation,30,cuckoo,BRANCH,RDTSCRuntime[s],0.209444564356436
Generation,40,cuckoo,BRANCH,RDTSCRuntime[s],0.208051485148515
Generation,50,cuckoo,BRANCH,RDTSCRuntime[s],0.206676534653465
Generation,60,cuckoo,BRANCH,RDTSCRuntime[s],0.268046762376238
Generation,70,cuckoo,BRANCH,RDTSCRuntime[s],0.299452297029703
Generation,80,cuckoo,BRANCH,RDTSCRuntime[s],0.300791871287129
Generation,90,cuckoo,BRANCH,RDTSCRuntime[s],0.274391702970297
Generation,10,cuckoo,BRANCH,Runtime(RDTSC)[s],0.302671287128713
Generation,20,cuckoo,BRANCH,Runtime(RDTSC)[s],0.211863366336634
Generation,30,cuckoo,BRANCH,Runtime(RDTSC)[s],0.209447524752475
Generation,40,cuckoo,BRANCH,Runtime(RDTSC)[s],0.208051485148515
Generation,50,cuckoo,BRANCH,Runtime(RDTSC)[s],0.206678217821782
Generation,60,cuckoo,BRANCH,Runtime(RDTSC)[s],0.268049504950495
Generation,70,cuckoo,BRANCH,Runtime(RDTSC)[s],0.299451485148515
Generation,80,cuckoo,BRANCH,Runtime(RDTSC)[s],0.300786138613861
Generation,90,cuckoo,BRANCH,Runtime(RDTSC)[s],0.274395049504951
Generation,10,cuckoo,BRANCH,Runtimeunhalted[s],0.282269306930693
Generation,20,cuckoo,BRANCH,Runtimeunhalted[s],0.233480198019802
Generation,30,cuckoo,BRANCH,Runtimeunhalted[s],0.230921782178218
Generation,40,cuckoo,BRANCH,Runtimeunhalted[s],0.229116831683168
Generation,50,cuckoo,BRANCH,Runtimeunhalted[s],0.227438613861386
Generation,60,cuckoo,BRANCH,Runtimeunhalted[s],0.251962376237624
Generation,70,cuckoo,BRANCH,Runtimeunhalted[s],0.279309900990099
Generation,80,cuckoo,BRANCH,Runtimeunhalted[s],0.283283168316832
Generation,90,cuckoo,BRANCH,Runtimeunhalted[s],0.257244554455446
Generation,10,cuckoo,DATA,Clock[MHz],2436.94773861386
Generation,20,cuckoo,DATA,Clock[MHz],2872.50879009901
Generation,30,cuckoo,DATA,Clock[MHz],2872.03815346535
Generation,40,cuckoo,DATA,Clock[MHz],2870.33837227723
Generation,50,cuckoo,DATA,Clock[MHz],2867.07394554456
Generation,60,cuckoo,DATA,Clock[MHz],2629.72288415842
Generation,70,cuckoo,DATA,Clock[MHz],2437.44118415842
Generation,80,cuckoo,DATA,Clock[MHz],2453.38958712871
Generation,90,cuckoo,DATA,Clock[MHz],2448.90030990099
Generation,10,cuckoo,DATA,CPI,0.503653465346535
Generation,20,cuckoo,DATA,CPI,0.408451485148515
Generation,30,cuckoo,DATA,CPI,0.406848514851485
Generation,40,cuckoo,DATA,CPI,0.406308910891089
Generation,50,cuckoo,DATA,CPI,0.403871287128713
Generation,60,cuckoo,DATA,CPI,0.487446534653465
Generation,70,cuckoo,DATA,CPI,0.500623762376237
Generation,80,cuckoo,DATA,CPI,0.489445544554456
Generation,90,cuckoo,DATA,CPI,0.469656435643564
Generation,10,cuckoo,DATA,CPU_CLK_UNHALTED_CORE,748169777.227723
Generation,20,cuckoo,DATA,CPU_CLK_UNHALTED_CORE,604247073.267327
Generation,30,cuckoo,DATA,CPU_CLK_UNHALTED_CORE,599138900
Generation,40,cuckoo,DATA,CPU_CLK_UNHALTED_CORE,597989104.950495
Generation,50,cuckoo,DATA,CPU_CLK_UNHALTED_CORE,593322936.633663
Generation,60,cuckoo,DATA,CPU_CLK_UNHALTED_CORE,713672340.594059
Generation,70,cuckoo,DATA,CPU_CLK_UNHALTED_CORE,731344647.524752
Generation,80,cuckoo,DATA,CPU_CLK_UNHALTED_CORE,711763976.237624
Generation,90,cuckoo,DATA,CPU_CLK_UNHALTED_CORE,673015666.336634
Generation,10,cuckoo,DATA,CPU_CLK_UNHALTED_REF,796403713.861386
Generation,20,cuckoo,DATA,CPU_CLK_UNHALTED_REF,545247368.316832
Generation,30,cuckoo,DATA,CPU_CLK_UNHALTED_REF,540703027.722772
Generation,40,cuckoo,DATA,CPU_CLK_UNHALTED_REF,540033430.693069
Generation,50,cuckoo,DATA,CPU_CLK_UNHALTED_REF,536401687.128713
Generation,60,cuckoo,DATA,CPU_CLK_UNHALTED_REF,712888120.792079
Generation,70,cuckoo,DATA,CPU_CLK_UNHALTED_REF,779694790.09901
Generation,80,cuckoo,DATA,CPU_CLK_UNHALTED_REF,753639553.465347
Generation,90,cuckoo,DATA,CPU_CLK_UNHALTED_REF,713793790.09901
Generation,10,cuckoo,DATA,INSTR_RETIRED_ANY,1484629396.0396
Generation,20,cuckoo,DATA,INSTR_RETIRED_ANY,1479239534.65347
Generation,30,cuckoo,DATA,INSTR_RETIRED_ANY,1472558465.34653
Generation,40,cuckoo,DATA,INSTR_RETIRED_ANY,1471669920.79208
Generation,50,cuckoo,DATA,INSTR_RETIRED_ANY,1468989821.78218
Generation,60,cuckoo,DATA,INSTR_RETIRED_ANY,1463842782.17822
Generation,70,cuckoo,DATA,INSTR_RETIRED_ANY,1460698643.56436
Generation,80,cuckoo,DATA,INSTR_RETIRED_ANY,1454047128.71287
Generation,90,cuckoo,DATA,INSTR_RETIRED_ANY,1432917029.70297
Generation,10,cuckoo,DATA,Loadtostoreratio,1.22445643564356
Generation,20,cuckoo,DATA,Loadtostoreratio,1.22303267326732
Generation,30,cuckoo,DATA,Loadtostoreratio,1.21971287128713
Generation,40,cuckoo,DATA,Loadtostoreratio,1.21918118811881
Generation,50,cuckoo,DATA,Loadtostoreratio,1.21751089108911
Generation,60,cuckoo,DATA,Loadtostoreratio,1.21408712871287
Generation,70,cuckoo,DATA,Loadtostoreratio,1.21168811881188
Generation,80,cuckoo,DATA,Loadtostoreratio,1.20745841584159
Generation,90,cuckoo,DATA,Loadtostoreratio,1.19593861386139
Generation,10,cuckoo,DATA,MEM_INST_RETIRED_ALL_LOADS,403902395.049505
Generation,20,cuckoo,DATA,MEM_INST_RETIRED_ALL_LOADS,402180688.118812
Generation,30,cuckoo,DATA,MEM_INST_RETIRED_ALL_LOADS,399783568.316832
Generation,40,cuckoo,DATA,MEM_INST_RETIRED_ALL_LOADS,398864320.792079
Generation,50,cuckoo,DATA,MEM_INST_RETIRED_ALL_LOADS,397840190.09901
Generation,60,cuckoo,DATA,MEM_INST_RETIRED_ALL_LOADS,396124491.089109
Generation,70,cuckoo,DATA,MEM_INST_RETIRED_ALL_LOADS,394187788.118812
Generation,80,cuckoo,DATA,MEM_INST_RETIRED_ALL_LOADS,391171591.089109
Generation,90,cuckoo,DATA,MEM_INST_RETIRED_ALL_LOADS,381293179.207921
Generation,10,cuckoo,DATA,MEM_INST_RETIRED_ALL_STORES,329861015.841584
Generation,20,cuckoo,DATA,MEM_INST_RETIRED_ALL_STORES,328842000
Generation,30,cuckoo,DATA,MEM_INST_RETIRED_ALL_STORES,327768800
Generation,40,cuckoo,DATA,MEM_INST_RETIRED_ALL_STORES,327151600
Generation,50,cuckoo,DATA,MEM_INST_RETIRED_ALL_STORES,326763500
Generation,60,cuckoo,DATA,MEM_INST_RETIRED_ALL_STORES,326273762.376238
Generation,70,cuckoo,DATA,MEM_INST_RETIRED_ALL_STORES,325320124.752475
Generation,80,cuckoo,DATA,MEM_INST_RETIRED_ALL_STORES,323962310.891089
Generation,90,cuckoo,DATA,MEM_INST_RETIRED_ALL_STORES,318823030.693069
Generation,10,cuckoo,DATA,RDTSCRuntime[s],0.308831148514851
Generation,20,cuckoo,DATA,RDTSCRuntime[s],0.211115514851485
Generation,30,cuckoo,DATA,RDTSCRuntime[s],0.20936902970297
Generation,40,cuckoo,DATA,RDTSCRuntime[s],0.209121435643564
Generation,50,cuckoo,DATA,RDTSCRuntime[s],0.207677910891089
Generation,60,cuckoo,DATA,RDTSCRuntime[s],0.276280524752475
Generation,70,cuckoo,DATA,RDTSCRuntime[s],0.301842534653465
Generation,80,cuckoo,DATA,RDTSCRuntime[s],0.291712821782178
Generation,90,cuckoo,DATA,RDTSCRuntime[s],0.27664700990099
Generation,10,cuckoo,DATA,Runtime(RDTSC)[s],0.308830693069307
Generation,20,cuckoo,DATA,Runtime(RDTSC)[s],0.211116831683168
Generation,30,cuckoo,DATA,Runtime(RDTSC)[s],0.209369306930693
Generation,40,cuckoo,DATA,Runtime(RDTSC)[s],0.209122772277228
Generation,50,cuckoo,DATA,Runtime(RDTSC)[s],0.207679207920792
Generation,60,cuckoo,DATA,Runtime(RDTSC)[s],0.276277227722772
Generation,70,cuckoo,DATA,Runtime(RDTSC)[s],0.301841584158416
Generation,80,cuckoo,DATA,Runtime(RDTSC)[s],0.291709900990099
Generation,90,cuckoo,DATA,Runtime(RDTSC)[s],0.276648514851485
Generation,10,cuckoo,DATA,Runtimeunhalted[s],0.288666336633663
Generation,20,cuckoo,DATA,Runtimeunhalted[s],0.233123762376238
Generation,30,cuckoo,DATA,Runtimeunhalted[s],0.231151485148515
Generation,40,cuckoo,DATA,Runtimeunhalted[s],0.230712871287129
Generation,50,cuckoo,DATA,Runtimeunhalted[s],0.228912871287129
Generation,60,cuckoo,DATA,Runtimeunhalted[s],0.275356435643564
Generation,70,cuckoo,DATA,Runtimeunhalted[s],0.282161386138614
Generation,80,cuckoo,DATA,Runtimeunhalted[s],0.274612871287129
Generation,90,cuckoo,DATA,Runtimeunhalted[s],0.259664356435643
Generation,10,cuckoo,FLOPS_AVX,Clock[MHz],2415.2634
Generation,20,cuckoo,FLOPS_AVX,Clock[MHz],2872.28083861386
Generation,30,cuckoo,FLOPS_AVX,Clock[MHz],2870.00694752475
Generation,40,cuckoo,FLOPS_AVX,Clock[MHz],2870.92845049505
Generation,50,cuckoo,FLOPS_AVX,Clock[MHz],2858.54443762376
Generation,60,cuckoo,FLOPS_AVX,Clock[MHz],2866.35849306931
Generation,70,cuckoo,FLOPS_AVX,Clock[MHz],2438.93215940594
Generation,80,cuckoo,FLOPS_AVX,Clock[MHz],2454.25915049505
Generation,90,cuckoo,FLOPS_AVX,Clock[MHz],2468.79639009901
Generation,10,cuckoo,FLOPS_AVX,CPI,0.524781188118812
Generation,20,cuckoo,FLOPS_AVX,CPI,0.409441584158416
Generation,30,cuckoo,FLOPS_AVX,CPI,0.406636633663366
Generation,40,cuckoo,FLOPS_AVX,CPI,0.405569306930693
Generation,50,cuckoo,FLOPS_AVX,CPI,0.404591089108911
Generation,60,cuckoo,FLOPS_AVX,CPI,0.401653465346535
Generation,70,cuckoo,FLOPS_AVX,CPI,0.502495049504951
Generation,80,cuckoo,FLOPS_AVX,CPI,0.487750495049505
Generation,90,cuckoo,FLOPS_AVX,CPI,0.472657425742574
Generation,10,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_CORE,779837877.227723
Generation,20,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_CORE,606097606.930693
Generation,30,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_CORE,598780728.712871
Generation,40,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_CORE,595909250.495049
Generation,50,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_CORE,593627495.049505
Generation,60,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_CORE,588420426.732673
Generation,70,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_CORE,733863398.019802
Generation,80,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_CORE,709222255.445545
Generation,90,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_CORE,675809744.554455
Generation,10,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_REF,836608879.207921
Generation,20,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_REF,546950868.316832
Generation,30,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_REF,540765757.425743
Generation,40,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_REF,537994736.633663
Generation,50,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_REF,538241487.128713
Generation,60,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_REF,532111751.485148
Generation,70,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_REF,781773269.306931
Generation,80,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_REF,750204695.049505
Generation,90,cuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_REF,709522907.920792
Generation,10,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,0.0099009900990099
Generation,20,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,0
Generation,30,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,0
Generation,40,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,0
Generation,50,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,0
Generation,60,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,0
Generation,70,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,0.0198019801980198
Generation,80,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,0.0198019801980198
Generation,90,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,0.0099009900990099
Generation,10,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,118.079207920792
Generation,20,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,0
Generation,30,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,0
Generation,40,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,0
Generation,50,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,0
Generation,60,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,0
Generation,70,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,0
Generation,80,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,0
Generation,90,cuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,47.9405940594059
Generation,10,cuckoo,FLOPS_AVX,INSTR_RETIRED_ANY,1485383237.62376
Generation,20,cuckoo,FLOPS_AVX,INSTR_RETIRED_ANY,1480190762.37624
Generation,30,cuckoo,FLOPS_AVX,INSTR_RETIRED_ANY,1472439594.05941
Generation,40,cuckoo,FLOPS_AVX,INSTR_RETIRED_ANY,1469174386.13861
Generation,50,cuckoo,FLOPS_AVX,INSTR_RETIRED_ANY,1467088762.37624
