2^1^4	0	.14666666666666666600	185
2^1^5	0	4.10888888888888888800	186
2^1^6	0	20.30222222222222222200	189
2^1^7	0	44.80666666666666666600	190
2^1^8	0	67.28000000000000000000	193
2^1^9	0	81.96888888888888888800	206
2^2^0	0	90.36666666666666666600	208
2^2^1	0	95.04666666666666666600	216
2^2^2	0	97.51777777777777777700	220
2^1^4	0	.14666666666666666600	185
2^1^5	0	4.10888888888888888800	186
2^1^6	0	20.30222222222222222200	189
2^1^7	0	44.80666666666666666600	190
2^1^8	0	67.28000000000000000000	193
2^1^9	0	81.96888888888888888800	206
2^2^0	0	90.36666666666666666600	208
2^2^1	0	95.04666666666666666600	216
2^2^2	0	97.51777777777777777700	220
