2^1^4	4	0	392
2^1^5	4	.03555555555555555500	392
2^1^6	4	2.44444444444444444400	395
2^1^7	4	24.55777777777777777700	394
2^1^8	4	65.79777777777777777700	399
2^1^9	4	90.81111111111111111100	407
2^2^0	4	98.24222222222222222200	414
2^2^1	4	99.73333333333333333300	415
2^2^2	4	99.97111111111111111100	436
2^1^4	4	0	392
2^1^5	4	.03555555555555555500	392
2^1^6	4	2.44444444444444444400	395
2^1^7	4	24.55777777777777777700	394
2^1^8	4	65.79777777777777777700	399
2^1^9	4	90.81111111111111111100	407
2^2^0	4	98.24222222222222222200	414
2^2^1	4	99.73333333333333333300	415
2^2^2	4	99.97111111111111111100	436
