2^1^4	4	0	385
2^1^5	4	1.22888888888888888800	404
2^1^6	4	17.88777777777777777700	392
2^1^7	4	58.12333333333333333300	389
2^1^8	4	87.66666666666666666600	390
2^1^9	4	97.55222222222222222200	399
2^2^0	4	99.60222222222222222200	413
2^2^1	4	99.93666666666666666600	413
2^2^2	4	99.99222222222222222200	417
2^1^4	4	0	385
2^1^5	4	1.22888888888888888800	404
2^1^6	4	17.88777777777777777700	392
2^1^7	4	58.12333333333333333300	389
2^1^8	4	87.66666666666666666600	390
2^1^9	4	97.55222222222222222200	399
2^2^0	4	99.60222222222222222200	413
2^2^1	4	99.93666666666666666600	413
2^2^2	4	99.99222222222222222200	417
