.700000000	179
.842857143	228
.985714286	263
1.128571429	288
1.271428572	367
1.700000001	182
1.842857144	230
1.985714287	263
2.128571430	288
2.271428573	365
2.700000002	186
2.842857145	232
2.985714288	260
3.128571431	284
3.271428574	365
3.700000003	185
3.842857146	228
3.985714289	261
4.128571432	285
4.271428575	365
4.700000004	194
4.842857147	235
4.985714290	261
5.128571433	282
5.271428576	365
5.700000005	199
5.842857148	244
5.985714291	264
6.128571434	287
6.271428577	371
6.700000006	203
6.842857149	249
6.985714292	271
7.128571435	288
7.271428578	385
7.700000007	213
7.842857150	259
7.985714293	273
8.128571436	298
8.271428579	383
8.700000008	217
8.842857151	261
8.985714294	282
9.128571437	301
9.271428580	396
9.700000009	512
.700000000	179
.842857143	228
.985714286	263
1.128571429	288
1.271428572	367
1.700000001	182
1.842857144	230
1.985714287	263
2.128571430	288
2.271428573	365
2.700000002	186
2.842857145	232
2.985714288	260
3.128571431	284
3.271428574	365
3.700000003	185
3.842857146	228
3.985714289	261
4.128571432	285
4.271428575	365
4.700000004	194
4.842857147	235
4.985714290	261
5.128571433	282
5.271428576	365
5.700000005	199
5.842857148	244
5.985714291	264
6.128571434	287
6.271428577	371
6.700000006	203
6.842857149	249
6.985714292	271
7.128571435	288
7.271428578	385
7.700000007	213
7.842857150	259
7.985714293	273
8.128571436	298
8.271428579	383
8.700000008	217
8.842857151	261
8.985714294	282
9.128571437	301
9.271428580	396
9.700000009	512
