2^1^4	4	0	428
2^1^5	4	0	407
2^1^6	4	.48666666666666666600	428
2^1^7	4	12.34000000000000000000	419
2^1^8	4	51.35333333333333333300	436
2^1^9	4	84.26666666666666666600	446
2^2^0	4	96.79333333333333333300	434
2^2^1	4	99.48666666666666666600	436
2^2^2	4	99.96000000000000000000	442
2^1^4	4	0	428
2^1^5	4	0	407
2^1^6	4	.48666666666666666600	428
2^1^7	4	12.34000000000000000000	419
2^1^8	4	51.35333333333333333300	436
2^1^9	4	84.26666666666666666600	446
2^2^0	4	96.79333333333333333300	434
2^2^1	4	99.48666666666666666600	436
2^2^2	4	99.96000000000000000000	442
