2^1^4	2	0	371
2^1^5	2	.07333333333333333300	370
2^1^6	2	2.96666666666666666600	328
2^1^7	2	22.70666666666666666600	303
2^1^8	2	58.33333333333333333300	306
2^1^9	2	83.73333333333333333300	305
2^2^0	2	94.81333333333333333300	303
2^2^1	2	98.52666666666666666600	323
2^2^2	2	99.67333333333333333300	312
2^1^4	2	0	371
2^1^5	2	.07333333333333333300	370
2^1^6	2	2.96666666666666666600	328
2^1^7	2	22.70666666666666666600	303
2^1^8	2	58.33333333333333333300	306
2^1^9	2	83.73333333333333333300	305
2^2^0	2	94.81333333333333333300	303
2^2^1	2	98.52666666666666666600	323
2^2^2	2	99.67333333333333333300	312
