2^1^4	2	29.18074074074074074000	263
2^1^5	2	63.78444444444444444400	263
2^1^6	2	86.40814814814814814800	260
2^1^7	2	95.83629629629629629600	261
2^1^8	2	98.83777777777777777700	261
2^1^9	2	99.71037037037037037000	264
2^2^0	2	99.93481481481481481400	271
2^2^1	2	99.98444444444444444400	273
2^2^2	2	99.99481481481481481400	282
2^1^4	2	29.18074074074074074000	263
2^1^5	2	63.78444444444444444400	263
2^1^6	2	86.40814814814814814800	260
2^1^7	2	95.83629629629629629600	261
2^1^8	2	98.83777777777777777700	261
2^1^9	2	99.71037037037037037000	264
2^2^0	2	99.93481481481481481400	271
2^2^1	2	99.98444444444444444400	273
2^2^2	2	99.99481481481481481400	282
