2^1^4	0	.08333333333333333300	184
2^1^5	0	2.46333333333333333300	187
2^1^6	0	15.87333333333333333300	194
2^1^7	0	39.59666666666666666600	190
2^1^8	0	63.35333333333333333300	198
2^1^9	0	79.53333333333333333300	205
2^2^0	0	88.98666666666666666600	207
2^2^1	0	94.37000000000000000000	215
2^2^2	0	97.17666666666666666600	221
2^1^4	0	.08333333333333333300	184
2^1^5	0	2.46333333333333333300	187
2^1^6	0	15.87333333333333333300	194
2^1^7	0	39.59666666666666666600	190
2^1^8	0	63.35333333333333333300	198
2^1^9	0	79.53333333333333333300	205
2^2^0	0	88.98666666666666666600	207
2^2^1	0	94.37000000000000000000	215
2^2^2	0	97.17666666666666666600	221
