.700000000	204
.842857143	298
.985714286	354
1.128571429	431
1.271428572	492
1.700000001	213
1.842857144	264
1.985714287	343
2.128571430	441
2.271428573	482
2.700000002	206
2.842857145	266
2.985714288	389
3.128571431	443
3.271428574	485
3.700000003	226
3.842857146	280
3.985714289	353
4.128571432	429
4.271428575	497
4.700000004	213
4.842857147	266
4.985714290	360
5.128571433	436
5.271428576	552
5.700000005	210
5.842857148	277
5.985714291	425
6.128571434	468
6.271428577	521
6.700000006	223
6.842857149	269
6.985714292	358
7.128571435	447
7.271428578	509
7.700000007	231
7.842857150	288
7.985714293	392
8.128571436	491
8.271428579	519
8.700000008	244
8.842857151	327
8.985714294	435
9.128571437	687
9.271428580	744
9.700000009	2555
