2^1^4	2	.01733333333333333300	282
2^1^5	2	2.09600000000000000000	282
2^1^6	2	19.57866666666666666600	283
2^1^7	2	53.58666666666666666600	281
2^1^8	2	80.95600000000000000000	282
2^1^9	2	93.78000000000000000000	288
2^2^0	2	98.19200000000000000000	289
2^2^1	2	99.48666666666666666600	294
2^2^2	2	99.86933333333333333300	301
2^1^4	2	.01733333333333333300	282
2^1^5	2	2.09600000000000000000	282
2^1^6	2	19.57866666666666666600	283
2^1^7	2	53.58666666666666666600	281
2^1^8	2	80.95600000000000000000	282
2^1^9	2	93.78000000000000000000	288
2^2^0	2	98.19200000000000000000	289
2^2^1	2	99.48666666666666666600	294
2^2^2	2	99.86933333333333333300	301
